"","Year","Geography","Age at time of death","Sex","Leading causes of death (ICD-10)","Value"
"1359","2019","data.Canada","data.45 to 54 years","data.Both sexes","data.Accidents (unintentional injuries)",26.6
"1360","2019","data.Canada","data.45 to 54 years","data.Both sexes","data.Intentional self-harm (suicide)",16.7
"1361","2019","data.Canada","data.45 to 54 years","data.Males","data.Malignant neoplasms",72
"1362","2019","data.Canada","data.45 to 54 years","data.Males","data.Diabetes mellitus",8.5
"1363","2019","data.Canada","data.45 to 54 years","data.Males","data.Alzheimer's disease",0.1
"1364","2019","data.Canada","data.45 to 54 years","data.Males","data.Diseases of heart",51.4
"1365","2019","data.Canada","data.45 to 54 years","data.Males","data.Cerebrovascular diseases",7.2
"1366","2019","data.Canada","data.45 to 54 years","data.Males","data.Influenza and pneumonia",4.2
"1367","2019","data.Canada","data.45 to 54 years","data.Males","data.Chronic lower respiratory diseases",3.2
"1368","2019","data.Canada","data.45 to 54 years","data.Males","data.Chronic liver disease and cirrhosis",12.7
"1369","2019","data.Canada","data.45 to 54 years","data.Males","data.Accidents (unintentional injuries)",37.2
"1370","2019","data.Canada","data.45 to 54 years","data.Males","data.Intentional self-harm (suicide)",25.5
"1371","2019","data.Canada","data.45 to 54 years","data.Females","data.Malignant neoplasms",79.2
"1372","2019","data.Canada","data.45 to 54 years","data.Females","data.Diabetes mellitus",4.2
"1373","2019","data.Canada","data.45 to 54 years","data.Females","data.Alzheimer's disease",0.1
"1374","2019","data.Canada","data.45 to 54 years","data.Females","data.Diseases of heart",16.6
"1375","2019","data.Canada","data.45 to 54 years","data.Females","data.Cerebrovascular diseases",6
"1376","2019","data.Canada","data.45 to 54 years","data.Females","data.Influenza and pneumonia",2.9
"1377","2019","data.Canada","data.45 to 54 years","data.Females","data.Chronic lower respiratory diseases",2.8
"1378","2019","data.Canada","data.45 to 54 years","data.Females","data.Chronic liver disease and cirrhosis",7.1
"1379","2019","data.Canada","data.45 to 54 years","data.Females","data.Accidents (unintentional injuries)",16.2
"1380","2019","data.Canada","data.45 to 54 years","data.Females","data.Intentional self-harm (suicide)",8.1
"1381","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Malignant neoplasms",241.3
"1382","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Diabetes mellitus",16.7
"1383","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Alzheimer's disease",1.3
"1384","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Diseases of heart",93.8
"1385","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Cerebrovascular diseases",16
"1386","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Influenza and pneumonia",8.5
"1387","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Chronic lower respiratory diseases",20.6
"1388","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Chronic liver disease and cirrhosis",19.7
"1389","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Accidents (unintentional injuries)",30
"1390","2019","data.Canada","data.55 to 64 years","data.Both sexes","data.Intentional self-harm (suicide)",16.9
"1391","2019","data.Canada","data.55 to 64 years","data.Males","data.Malignant neoplasms",259.4
"1392","2019","data.Canada","data.55 to 64 years","data.Males","data.Diabetes mellitus",22.4
"1393","2019","data.Canada","data.55 to 64 years","data.Males","data.Alzheimer's disease",1
"1394","2019","data.Canada","data.55 to 64 years","data.Males","data.Diseases of heart",141.1
"1395","2019","data.Canada","data.55 to 64 years","data.Males","data.Cerebrovascular diseases",18.4
"1396","2019","data.Canada","data.55 to 64 years","data.Males","data.Influenza and pneumonia",9.8
"1397","2019","data.Canada","data.55 to 64 years","data.Males","data.Chronic lower respiratory diseases",22.5
"1398","2019","data.Canada","data.55 to 64 years","data.Males","data.Chronic liver disease and cirrhosis",26.9
"1399","2019","data.Canada","data.55 to 64 years","data.Males","data.Accidents (unintentional injuries)",44.3
"1400","2019","data.Canada","data.55 to 64 years","data.Males","data.Intentional self-harm (suicide)",26.1
"1401","2019","data.Canada","data.55 to 64 years","data.Females","data.Malignant neoplasms",223.6
"1402","2019","data.Canada","data.55 to 64 years","data.Females","data.Diabetes mellitus",11.2
"1403","2019","data.Canada","data.55 to 64 years","data.Females","data.Alzheimer's disease",1.7
"1404","2019","data.Canada","data.55 to 64 years","data.Females","data.Diseases of heart",47.5
"1405","2019","data.Canada","data.55 to 64 years","data.Females","data.Cerebrovascular diseases",13.7
"1406","2019","data.Canada","data.55 to 64 years","data.Females","data.Influenza and pneumonia",7.2
"1407","2019","data.Canada","data.55 to 64 years","data.Females","data.Chronic lower respiratory diseases",18.7
"1408","2019","data.Canada","data.55 to 64 years","data.Females","data.Chronic liver disease and cirrhosis",12.6
"1409","2019","data.Canada","data.55 to 64 years","data.Females","data.Accidents (unintentional injuries)",16
"1410","2019","data.Canada","data.55 to 64 years","data.Females","data.Intentional self-harm (suicide)",7.9
"1411","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Malignant neoplasms",577
"1412","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Diabetes mellitus",41.2
"1413","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Alzheimer's disease",9.1
"1414","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Diseases of heart",233.4
"1415","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Cerebrovascular diseases",51.2
"1416","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Influenza and pneumonia",21.5
"1417","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Chronic lower respiratory diseases",74.9
"1418","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Chronic liver disease and cirrhosis",28.6
"1419","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Accidents (unintentional injuries)",37.4
"1420","2019","data.Canada","data.65 to 74 years","data.Both sexes","data.Intentional self-harm (suicide)",11.4
"1421","2019","data.Canada","data.65 to 74 years","data.Males","data.Malignant neoplasms",673.2
"1422","2019","data.Canada","data.65 to 74 years","data.Males","data.Diabetes mellitus",53.3
"1423","2019","data.Canada","data.65 to 74 years","data.Males","data.Alzheimer's disease",8.1
"1424","2019","data.Canada","data.65 to 74 years","data.Males","data.Diseases of heart",326.5
"1425","2019","data.Canada","data.65 to 74 years","data.Males","data.Cerebrovascular diseases",59.9
"1426","2019","data.Canada","data.65 to 74 years","data.Males","data.Influenza and pneumonia",25.8
"1427","2019","data.Canada","data.65 to 74 years","data.Males","data.Chronic lower respiratory diseases",83.3
"1428","2019","data.Canada","data.65 to 74 years","data.Males","data.Chronic liver disease and cirrhosis",39.8
"1429","2019","data.Canada","data.65 to 74 years","data.Males","data.Accidents (unintentional injuries)",48.5
"1430","2019","data.Canada","data.65 to 74 years","data.Males","data.Intentional self-harm (suicide)",18.5
"1431","2019","data.Canada","data.65 to 74 years","data.Females","data.Malignant neoplasms",487.4
"1432","2019","data.Canada","data.65 to 74 years","data.Females","data.Diabetes mellitus",29.9
"1433","2019","data.Canada","data.65 to 74 years","data.Females","data.Alzheimer's disease",10
"1434","2019","data.Canada","data.65 to 74 years","data.Females","data.Diseases of heart",146.6
"1435","2019","data.Canada","data.65 to 74 years","data.Females","data.Cerebrovascular diseases",43.2
"1436","2019","data.Canada","data.65 to 74 years","data.Females","data.Influenza and pneumonia",17.5
"1437","2019","data.Canada","data.65 to 74 years","data.Females","data.Chronic lower respiratory diseases",67.1
"1438","2019","data.Canada","data.65 to 74 years","data.Females","data.Chronic liver disease and cirrhosis",18.2
"1439","2019","data.Canada","data.65 to 74 years","data.Females","data.Accidents (unintentional injuries)",27.2
"1440","2019","data.Canada","data.65 to 74 years","data.Females","data.Intentional self-harm (suicide)",4.8
"1441","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Malignant neoplasms",1178.5
"1442","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Diabetes mellitus",97
"1443","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Alzheimer's disease",80.8
"1444","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Diseases of heart",668.8
"1445","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Cerebrovascular diseases",186.7
"1446","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Influenza and pneumonia",77.8
"1447","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Chronic lower respiratory diseases",221
"1448","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Chronic liver disease and cirrhosis",32.8
"1449","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Accidents (unintentional injuries)",115.7
"1450","2019","data.Canada","data.75 to 84 years","data.Both sexes","data.Intentional self-harm (suicide)",10.3
"1451","2019","data.Canada","data.75 to 84 years","data.Males","data.Malignant neoplasms",1423.9
"1452","2019","data.Canada","data.75 to 84 years","data.Males","data.Diabetes mellitus",122.3
"1453","2019","data.Canada","data.75 to 84 years","data.Males","data.Alzheimer's disease",70.6
"1454","2019","data.Canada","data.75 to 84 years","data.Males","data.Diseases of heart",860.6
"1455","2019","data.Canada","data.75 to 84 years","data.Males","data.Cerebrovascular diseases",207.7
"1456","2019","data.Canada","data.75 to 84 years","data.Males","data.Influenza and pneumonia",92.1
"1457","2019","data.Canada","data.75 to 84 years","data.Males","data.Chronic lower respiratory diseases",239.7
"1458","2019","data.Canada","data.75 to 84 years","data.Males","data.Chronic liver disease and cirrhosis",45.2
"1459","2019","data.Canada","data.75 to 84 years","data.Males","data.Accidents (unintentional injuries)",139.2
"1460","2019","data.Canada","data.75 to 84 years","data.Males","data.Intentional self-harm (suicide)",17.8
"1461","2019","data.Canada","data.75 to 84 years","data.Females","data.Malignant neoplasms",972.4
"1462","2019","data.Canada","data.75 to 84 years","data.Females","data.Diabetes mellitus",75.8
"1463","2019","data.Canada","data.75 to 84 years","data.Females","data.Alzheimer's disease",89.4
"1464","2019","data.Canada","data.75 to 84 years","data.Females","data.Diseases of heart",507.7
"1465","2019","data.Canada","data.75 to 84 years","data.Females","data.Cerebrovascular diseases",169.1
"1466","2019","data.Canada","data.75 to 84 years","data.Females","data.Influenza and pneumonia",65.8
"1467","2019","data.Canada","data.75 to 84 years","data.Females","data.Chronic lower respiratory diseases",205.2
"1468","2019","data.Canada","data.75 to 84 years","data.Females","data.Chronic liver disease and cirrhosis",22.4
"1469","2019","data.Canada","data.75 to 84 years","data.Females","data.Accidents (unintentional injuries)",96
"1470","2019","data.Canada","data.75 to 84 years","data.Females","data.Intentional self-harm (suicide)",4
"1471","2019","data.Canada","data.85 and over","data.Both sexes","data.Malignant neoplasms",2060.5
"1472","2019","data.Canada","data.85 and over","data.Both sexes","data.Diabetes mellitus",255.6
"1473","2019","data.Canada","data.85 and over","data.Both sexes","data.Alzheimer's disease",498.6
"1474","2019","data.Canada","data.85 and over","data.Both sexes","data.Diseases of heart",2868.8
"1475","2019","data.Canada","data.85 and over","data.Both sexes","data.Cerebrovascular diseases",809.4
"1476","2019","data.Canada","data.85 and over","data.Both sexes","data.Influenza and pneumonia",457.2
"1477","2019","data.Canada","data.85 and over","data.Both sexes","data.Chronic lower respiratory diseases",532.2
"1478","2019","data.Canada","data.85 and over","data.Both sexes","data.Chronic liver disease and cirrhosis",28.1
"1479","2019","data.Canada","data.85 and over","data.Both sexes","data.Accidents (unintentional injuries)",581.7
"1480","2019","data.Canada","data.85 and over","data.Both sexes","data.Intentional self-harm (suicide)",11.2
"1481","2019","data.Canada","data.85 and over","data.Males","data.Malignant neoplasms",2815.1
"1482","2019","data.Canada","data.85 and over","data.Males","data.Diabetes mellitus",312.2
"1483","2019","data.Canada","data.85 and over","data.Males","data.Alzheimer's disease",390
"1484","2019","data.Canada","data.85 and over","data.Males","data.Diseases of heart",3184.2
"1485","2019","data.Canada","data.85 and over","data.Males","data.Cerebrovascular diseases",749.7
"1486","2019","data.Canada","data.85 and over","data.Males","data.Influenza and pneumonia",508.2
"1487","2019","data.Canada","data.85 and over","data.Males","data.Chronic lower respiratory diseases",667.9
"1488","2019","data.Canada","data.85 and over","data.Males","data.Chronic liver disease and cirrhosis",38.6
"1489","2019","data.Canada","data.85 and over","data.Males","data.Accidents (unintentional injuries)",619.8
"1490","2019","data.Canada","data.85 and over","data.Males","data.Intentional self-harm (suicide)",26.5
"1491","2019","data.Canada","data.85 and over","data.Females","data.Malignant neoplasms",1627.8
"1492","2019","data.Canada","data.85 and over","data.Females","data.Diabetes mellitus",223.1
"1493","2019","data.Canada","data.85 and over","data.Females","data.Alzheimer's disease",560.9
"1494","2019","data.Canada","data.85 and over","data.Females","data.Diseases of heart",2688
"1495","2019","data.Canada","data.85 and over","data.Females","data.Cerebrovascular diseases",843.6
"1496","2019","data.Canada","data.85 and over","data.Females","data.Influenza and pneumonia",428
"1497","2019","data.Canada","data.85 and over","data.Females","data.Chronic lower respiratory diseases",454.5
"1498","2019","data.Canada","data.85 and over","data.Females","data.Chronic liver disease and cirrhosis",22.1
"1499","2019","data.Canada","data.85 and over","data.Females","data.Accidents (unintentional injuries)",559.9
"1500","2019","data.Canada","data.85 and over","data.Females","data.Intentional self-harm (suicide)",2.4
"1501","2020","data.Canada","data.All ages","data.Both sexes","data.Malignant neoplasms",213.1
"1502","2020","data.Canada","data.All ages","data.Both sexes","data.Diabetes mellitus",19.9
"1503","2020","data.Canada","data.All ages","data.Both sexes","data.Alzheimer's disease",15.1
"1504","2020","data.Canada","data.All ages","data.Both sexes","data.Diseases of heart",141.3
"1505","2020","data.Canada","data.All ages","data.Both sexes","data.Cerebrovascular diseases",36
"1506","2020","data.Canada","data.All ages","data.Both sexes","data.Influenza and pneumonia",15.6
"1507","2020","data.Canada","data.All ages","data.Both sexes","data.Chronic lower respiratory diseases",30.9
"1508","2020","data.Canada","data.All ages","data.Both sexes","data.Chronic liver disease and cirrhosis",11
"1509","2020","data.Canada","data.All ages","data.Both sexes","data.Accidents (unintentional injuries)",40.8
"1510","2020","data.Canada","data.All ages","data.Both sexes","data.Intentional self-harm (suicide)",10.1
"1511","2020","data.Canada","data.All ages","data.Males","data.Malignant neoplasms",227
"1512","2020","data.Canada","data.All ages","data.Males","data.Diabetes mellitus",22.6
"1513","2020","data.Canada","data.All ages","data.Males","data.Alzheimer's disease",10.2
"1514","2020","data.Canada","data.All ages","data.Males","data.Diseases of heart",155.5
"1515","2020","data.Canada","data.All ages","data.Males","data.Cerebrovascular diseases",32.1
"1516","2020","data.Canada","data.All ages","data.Males","data.Influenza and pneumonia",15.6
"1517","2020","data.Canada","data.All ages","data.Males","data.Chronic lower respiratory diseases",31.4
"1518","2020","data.Canada","data.All ages","data.Males","data.Chronic liver disease and cirrhosis",14.2
"1519","2020","data.Canada","data.All ages","data.Males","data.Accidents (unintentional injuries)",49
"1520","2020","data.Canada","data.All ages","data.Males","data.Intentional self-harm (suicide)",15.2
"1521","2020","data.Canada","data.All ages","data.Females","data.Malignant neoplasms",199.4
"1522","2020","data.Canada","data.All ages","data.Females","data.Diabetes mellitus",17.3
"1523","2020","data.Canada","data.All ages","data.Females","data.Alzheimer's disease",20
"1524","2020","data.Canada","data.All ages","data.Females","data.Diseases of heart",127.3
"1525","2020","data.Canada","data.All ages","data.Females","data.Cerebrovascular diseases",39.9
"1526","2020","data.Canada","data.All ages","data.Females","data.Influenza and pneumonia",15.6
"1527","2020","data.Canada","data.All ages","data.Females","data.Chronic lower respiratory diseases",30.3
"1528","2020","data.Canada","data.All ages","data.Females","data.Chronic liver disease and cirrhosis",7.8
"1529","2020","data.Canada","data.All ages","data.Females","data.Accidents (unintentional injuries)",32.8
"1530","2020","data.Canada","data.All ages","data.Females","data.Intentional self-harm (suicide)",5
"1531","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Malignant neoplasms",2
"1532","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Diabetes mellitus",0.1
"1533","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Alzheimer's disease",0
"1534","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Diseases of heart",0.2
"1535","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Cerebrovascular diseases",0.2
"1536","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Influenza and pneumonia",0.3
"1537","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Chronic lower respiratory diseases",0
"1538","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Chronic liver disease and cirrhosis",0
"1539","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Accidents (unintentional injuries)",2.2
"1540","2020","data.Canada","data.1 to 14 years","data.Both sexes","data.Intentional self-harm (suicide)",0.7
"1541","2020","data.Canada","data.1 to 14 years","data.Males","data.Malignant neoplasms",2
"1542","2020","data.Canada","data.1 to 14 years","data.Males","data.Diabetes mellitus",0
"1543","2020","data.Canada","data.1 to 14 years","data.Males","data.Alzheimer's disease",0
"1544","2020","data.Canada","data.1 to 14 years","data.Males","data.Diseases of heart",0.2
"1545","2020","data.Canada","data.1 to 14 years","data.Males","data.Cerebrovascular diseases",0.2
"1546","2020","data.Canada","data.1 to 14 years","data.Males","data.Influenza and pneumonia",0.2
"1547","2020","data.Canada","data.1 to 14 years","data.Males","data.Chronic lower respiratory diseases",0
"1548","2020","data.Canada","data.1 to 14 years","data.Males","data.Chronic liver disease and cirrhosis",0
"1549","2020","data.Canada","data.1 to 14 years","data.Males","data.Accidents (unintentional injuries)",2.9
"1550","2020","data.Canada","data.1 to 14 years","data.Males","data.Intentional self-harm (suicide)",0.7
"1551","2020","data.Canada","data.1 to 14 years","data.Females","data.Malignant neoplasms",1.9
"1552","2020","data.Canada","data.1 to 14 years","data.Females","data.Diabetes mellitus",0.2
"1553","2020","data.Canada","data.1 to 14 years","data.Females","data.Alzheimer's disease",0
"1554","2020","data.Canada","data.1 to 14 years","data.Females","data.Diseases of heart",0.2
"1555","2020","data.Canada","data.1 to 14 years","data.Females","data.Cerebrovascular diseases",0.2
"1556","2020","data.Canada","data.1 to 14 years","data.Females","data.Influenza and pneumonia",0.4
"1557","2020","data.Canada","data.1 to 14 years","data.Females","data.Chronic lower respiratory diseases",0
"1558","2020","data.Canada","data.1 to 14 years","data.Females","data.Chronic liver disease and cirrhosis",0
"1559","2020","data.Canada","data.1 to 14 years","data.Females","data.Accidents (unintentional injuries)",1.6
"1560","2020","data.Canada","data.1 to 14 years","data.Females","data.Intentional self-harm (suicide)",0.7
"1561","2020","data.Canada","data.15 to 24","data.Both sexes","data.Malignant neoplasms",2.9
"1562","2020","data.Canada","data.15 to 24","data.Both sexes","data.Diabetes mellitus",0.3
"1563","2020","data.Canada","data.15 to 24","data.Both sexes","data.Alzheimer's disease",0
"1564","2020","data.Canada","data.15 to 24","data.Both sexes","data.Diseases of heart",0.9
"1565","2020","data.Canada","data.15 to 24","data.Both sexes","data.Cerebrovascular diseases",0.3
"1566","2020","data.Canada","data.15 to 24","data.Both sexes","data.Influenza and pneumonia",0.3
"1567","2020","data.Canada","data.15 to 24","data.Both sexes","data.Chronic lower respiratory diseases",0.2
"1568","2020","data.Canada","data.15 to 24","data.Both sexes","data.Chronic liver disease and cirrhosis",0.2
"1569","2020","data.Canada","data.15 to 24","data.Both sexes","data.Accidents (unintentional injuries)",15.9
"1570","2020","data.Canada","data.15 to 24","data.Both sexes","data.Intentional self-harm (suicide)",10.1
"1571","2020","data.Canada","data.15 to 24","data.Males","data.Malignant neoplasms",3.4
"1572","2020","data.Canada","data.15 to 24","data.Males","data.Diabetes mellitus",0.4
"1573","2020","data.Canada","data.15 to 24","data.Males","data.Alzheimer's disease",0
"1574","2020","data.Canada","data.15 to 24","data.Males","data.Diseases of heart",1.2
"1575","2020","data.Canada","data.15 to 24","data.Males","data.Cerebrovascular diseases",0.2
"1576","2020","data.Canada","data.15 to 24","data.Males","data.Influenza and pneumonia",0.3
"1577","2020","data.Canada","data.15 to 24","data.Males","data.Chronic lower respiratory diseases",0.3
"1578","2020","data.Canada","data.15 to 24","data.Males","data.Chronic liver disease and cirrhosis",0.1
"1579","2020","data.Canada","data.15 to 24","data.Males","data.Accidents (unintentional injuries)",21.9
"1580","2020","data.Canada","data.15 to 24","data.Males","data.Intentional self-harm (suicide)",13.4
"1581","2020","data.Canada","data.15 to 24","data.Females","data.Malignant neoplasms",2.3
"1582","2020","data.Canada","data.15 to 24","data.Females","data.Diabetes mellitus",0.3
"1583","2020","data.Canada","data.15 to 24","data.Females","data.Alzheimer's disease",0
"1584","2020","data.Canada","data.15 to 24","data.Females","data.Diseases of heart",0.6
"1585","2020","data.Canada","data.15 to 24","data.Females","data.Cerebrovascular diseases",0.4
"1586","2020","data.Canada","data.15 to 24","data.Females","data.Influenza and pneumonia",0.2
"1587","2020","data.Canada","data.15 to 24","data.Females","data.Chronic lower respiratory diseases",0.1
"1588","2020","data.Canada","data.15 to 24","data.Females","data.Chronic liver disease and cirrhosis",0.2
"1589","2020","data.Canada","data.15 to 24","data.Females","data.Accidents (unintentional injuries)",9.4
"1590","2020","data.Canada","data.15 to 24","data.Females","data.Intentional self-harm (suicide)",6.6
"1591","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Malignant neoplasms",6.1
"1592","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Diabetes mellitus",1.2
"1593","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Alzheimer's disease",0
"1594","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Diseases of heart",3
"1595","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Cerebrovascular diseases",0.7
"1596","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Influenza and pneumonia",0.6
"1597","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Chronic lower respiratory diseases",0.2
"1598","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Chronic liver disease and cirrhosis",1.6
"1599","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Accidents (unintentional injuries)",28.9
"1600","2020","data.Canada","data.25 to 34 years","data.Both sexes","data.Intentional self-harm (suicide)",13.1
"1601","2020","data.Canada","data.25 to 34 years","data.Males","data.Malignant neoplasms",5.8
"1602","2020","data.Canada","data.25 to 34 years","data.Males","data.Diabetes mellitus",1.1
"1603","2020","data.Canada","data.25 to 34 years","data.Males","data.Alzheimer's disease",0
"1604","2020","data.Canada","data.25 to 34 years","data.Males","data.Diseases of heart",3.5
"1605","2020","data.Canada","data.25 to 34 years","data.Males","data.Cerebrovascular diseases",0.7
"1606","2020","data.Canada","data.25 to 34 years","data.Males","data.Influenza and pneumonia",0.8
"1607","2020","data.Canada","data.25 to 34 years","data.Males","data.Chronic lower respiratory diseases",0.2
"1608","2020","data.Canada","data.25 to 34 years","data.Males","data.Chronic liver disease and cirrhosis",2.1
"1609","2020","data.Canada","data.25 to 34 years","data.Males","data.Accidents (unintentional injuries)",42.4
"1610","2020","data.Canada","data.25 to 34 years","data.Males","data.Intentional self-harm (suicide)",19.1
"1611","2020","data.Canada","data.25 to 34 years","data.Females","data.Malignant neoplasms",6.4
"1612","2020","data.Canada","data.25 to 34 years","data.Females","data.Diabetes mellitus",1.3
"1613","2020","data.Canada","data.25 to 34 years","data.Females","data.Alzheimer's disease",0
"1614","2020","data.Canada","data.25 to 34 years","data.Females","data.Diseases of heart",2.5
"1615","2020","data.Canada","data.25 to 34 years","data.Females","data.Cerebrovascular diseases",0.7
"1616","2020","data.Canada","data.25 to 34 years","data.Females","data.Influenza and pneumonia",0.4
"1617","2020","data.Canada","data.25 to 34 years","data.Females","data.Chronic lower respiratory diseases",0.2
"1618","2020","data.Canada","data.25 to 34 years","data.Females","data.Chronic liver disease and cirrhosis",1
"1619","2020","data.Canada","data.25 to 34 years","data.Females","data.Accidents (unintentional injuries)",14.7
"1620","2020","data.Canada","data.25 to 34 years","data.Females","data.Intentional self-harm (suicide)",6.8
"1621","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Malignant neoplasms",22
"1622","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Diabetes mellitus",2.7
"1623","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Alzheimer's disease",0
"1624","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Diseases of heart",9.3
"1625","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Cerebrovascular diseases",1.9
"1626","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Influenza and pneumonia",1.3
"1627","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Chronic lower respiratory diseases",0.6
"1628","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Chronic liver disease and cirrhosis",5.4
"1629","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Accidents (unintentional injuries)",30.4
"1630","2020","data.Canada","data.35 to 44 years","data.Both sexes","data.Intentional self-harm (suicide)",12.6
"1631","2020","data.Canada","data.35 to 44 years","data.Males","data.Malignant neoplasms",18.8
"1632","2020","data.Canada","data.35 to 44 years","data.Males","data.Diabetes mellitus",3.7
"1633","2020","data.Canada","data.35 to 44 years","data.Males","data.Alzheimer's disease",0
"1634","2020","data.Canada","data.35 to 44 years","data.Males","data.Diseases of heart",13.8
"1635","2020","data.Canada","data.35 to 44 years","data.Males","data.Cerebrovascular diseases",1.5
"1636","2020","data.Canada","data.35 to 44 years","data.Males","data.Influenza and pneumonia",1.6
"1637","2020","data.Canada","data.35 to 44 years","data.Males","data.Chronic lower respiratory diseases",0.6
"1638","2020","data.Canada","data.35 to 44 years","data.Males","data.Chronic liver disease and cirrhosis",6
"1639","2020","data.Canada","data.35 to 44 years","data.Males","data.Accidents (unintentional injuries)",46.3
"1640","2020","data.Canada","data.35 to 44 years","data.Males","data.Intentional self-harm (suicide)",19.1
"1641","2020","data.Canada","data.35 to 44 years","data.Females","data.Malignant neoplasms",25.2
"1642","2020","data.Canada","data.35 to 44 years","data.Females","data.Diabetes mellitus",1.6
"1643","2020","data.Canada","data.35 to 44 years","data.Females","data.Alzheimer's disease",0
"1644","2020","data.Canada","data.35 to 44 years","data.Females","data.Diseases of heart",4.8
"1645","2020","data.Canada","data.35 to 44 years","data.Females","data.Cerebrovascular diseases",2.3
"1646","2020","data.Canada","data.35 to 44 years","data.Females","data.Influenza and pneumonia",0.9
"1647","2020","data.Canada","data.35 to 44 years","data.Females","data.Chronic lower respiratory diseases",0.5
"1648","2020","data.Canada","data.35 to 44 years","data.Females","data.Chronic liver disease and cirrhosis",4.8
"1649","2020","data.Canada","data.35 to 44 years","data.Females","data.Accidents (unintentional injuries)",14.7
"1650","2020","data.Canada","data.35 to 44 years","data.Females","data.Intentional self-harm (suicide)",6.1
"1651","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Malignant neoplasms",71.5
"1652","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Diabetes mellitus",6.4
"1653","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Alzheimer's disease",0.1
"1654","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Diseases of heart",34.2
"1655","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Cerebrovascular diseases",6.4
"1656","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Influenza and pneumonia",3
"1657","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Chronic lower respiratory diseases",2.9
"1658","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Chronic liver disease and cirrhosis",12.9
"1659","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Accidents (unintentional injuries)",29.6
"1660","2020","data.Canada","data.45 to 54 years","data.Both sexes","data.Intentional self-harm (suicide)",12.9
"1661","2020","data.Canada","data.45 to 54 years","data.Males","data.Malignant neoplasms",65.5
"1662","2020","data.Canada","data.45 to 54 years","data.Males","data.Diabetes mellitus",8.9
"1663","2020","data.Canada","data.45 to 54 years","data.Males","data.Alzheimer's disease",0.2
